Kanji|JLPT-test|GPT-PT-BR|word1|reading1|translation1|word2|reading2|translation2|word3|reading3|translation3
鎌|1|Foice|鎌倉|かまくら|Kamakura|鎌|かま|foice|鎌のような|かまのような|como uma foice
刈|1|Cortar, Picar|刈る|かる|cortar|刈取り|かりとり|colheita|刈芝|かりしば|grama cortada
干|2|Secar, Seco|干渉|かんしょう|interferência|干潮|ひかんちょう|marea baixa|干物|ひもの|alimento seco
刊|2|Publicação|刊行|かんこう|publicação|刊誌|かんし|revista|出版|しゅっぱん|publicar
甘|2|Doce|甘い|あまい|doce|甘やかす|あまやかす|mimar|甘味|あまみ|sabor doce
汗|2|Suor|汗腺|かんせん|glândula sudorípara|汗だく|あせだく|muito suado|汗をかく|あせをかく|suar
缶|1|lata|缶詰|かんづめ|conserva|缶ビール|かんびーる|cerveja em lata|缶工場|かんこうじょう|fábrica de latas
完|3|Completo, Final|完成|かんせい|conclusão|完璧|かんぺき|perfeito|完了|かんりょう|finalização
肝|1|Fígado|肝臓|かんぞう|fígado|肝心|かんじん|essencial|肝試し|きもだめし|teste de coragem
官|3|Oficial, Governo|官僚|かんりょう|funcionário público|官公庁|かんこうちょう|agências governamentais|官位|かんい|cargo oficial
冠|1|Coroa|冠状|かんじょう|coroidal|冠婚葬祭|かんこんそうさい|cerimônias de coroação e funerais|冠詞|かんし|artigo gramatical
巻|2|Rolagem, Volta|巻物|まきもの|rolos de pergaminho|巻き戻す|まきもどす|rebobinar|巻頭|かんとう|capa
看|2|Ver, Olhar|看護|かんご|enfermagem|看板|かんばん|placa|看守|かんしゅ|guardião
陥|1|Cair, Afundar|陥落|かんらく|queda|陥る|おちいる|cair em|陥没|かんぼつ|afundamento
乾|2|Seco, desidratado|乾燥|かんそう|seca|乾杯|かんぱい|brindar|干す|ほす|pendurar
勘|1|Intuição, percepção|勘違い|かんちがい|mal-entendido|勘定|かんじょう|conta, cálculo|勘がいい|かんがいい|intuitivo, perceptivo
患|1|Doença|患部|かんぶ|área afetada|患者|かんじゃ|paciente|患う|わずらう|sofrer (de uma doença)
貫|1|Transpassar, Penetrar|貫通|かんつう|penetração|貫録|かんろく|autoridade|貫道|かんどう|caminho sólido
寒|3|Frio|寒い|さむい|frio|寒さ|さむさ|frieza|寒気|あつけ|calafrio
喚|1|Chamada, Convocação|喚起|かんき|chamada, evocar|喚声|かんせい|grito, clamor|喚問|かんもん|interrogar, convocar
堪|1|Suportar, Resistir|堪能|たんのう|satisfação, desfrutar|堪える|こらえる|suportar, resistir|堪え難い|こらえがたい|insuportável
換|2|Troca, substituição|換金|かんきん|câmbio|換気|かんき|ventilação|交換|こうかん|substituição
敢|1|Ousar|敢える|あえる|ter coragem|敢行|かんこう|realização corajosa|敢闘|かんとう|luta corajosa
棺|1|Caixão|棺桶|かんおけ|caixão|棺材|かんざい|madeira de caixão|木棺|もっかん|caixão de madeira
款|1|Pagamento, Item|款式|くわんしき|Estilo, tipo|款項|かんこう|Montante, valor|款待|かんたい|Recepção, hospitalidade
間|5|Espaço, intervalo|時間|じかん|tempo|間違い|まちがい|erro|間隔|かんかく|intervalo
閑|1|Tranquilo, Silencioso|閑静|かんせい|tranquilidade|閑暇|かんか|tempo livre|閑散|かんさん|deserto, vazio
勧|1|Recomendação|勧める|すすめる|recomendar|勧誘|かんゆう|convite|勧告|かんこく|advertência
寛|1|Generosidade, Ternura|寛大|かんだい|generoso|寛容|かんよう|tolerância|寛恕|かんじょ|compaixão
幹|1|Tronco|幹線|かんせん|linha principal|幹部|かんぶ|diretoria|幹事|かんじ|secretário
感|3|Sentimento, emoção|感情|かんじょう|emoção|感覚|かんかく|sensação|感謝|かんしゃ|agradecimento
漢|4|Caractere, Escrita|漢字|かんじ|kanji|漢文化|かんぶんか|cultura chinesa|漢語|かんご|idioma chinês
慣|3|Costume, Habit|慣れる|なれる|acostumar-se|慣習|かんしゅう|costume|慣れ親しむ|なれしたしむ|tornar-se familiarizado
管|2|Tubo, Cano|管楽器|かんがくき|instrumento de sopro|管弦楽|かんげんがく|orquestra|管制|かんせい|controle
関|3|Relação, Conexão|関係|かんけい|relação|関所|せきしょ|posto de controle|関わる|かかわる|estar relacionado a
歓|1|Alegria|歓喜|かんき|alegria|歓声|かんせい|gritos de alegria|歓談|かんだん|conversa alegre
監|1|Supervisão, Monitoramento|監督|かんとく|diretor, supervisor|監視|かんし|monitoramento|監獄|かんごく|prisão
緩|1|Relaxar, Lento|緩和|かんわ|alívio|緩やか|ゆるやか|suave|緩む|ゆるむ|relaxar
憾|1|Lamento, tristeza|憾み|うらみ|ressentimento|憾悪|かんあく|ressentimento, ódio|憾事|かんじ|desastre, coisa lamentável
還|1|Retorno|還元|かんげん|restituição|還暦|かんれき|60 anos (aniversário de 60 anos)|還俗|かんぞく|regresso ao mundo secular
館|4|Manor, Casa|図書館|としょかん|biblioteca|館内|かんない|interior do edifício|映画館|えいがかん|cinema
環|2|Círculo, Fronteira|環境|かんきょう|ambiente|環状線|かんじょうせん|linha circular|環護|かんご|proteção
簡|2|Simples|簡単|かんたん|fácil|簡素|かんそ|simplificado|簡潔|かんけつ|conciso
観|3|Observação, Visão|観光|かんこう|turismo|観察|かんさつ|observação|観念|かんねん|ideia
韓|0|Coreano|韓国|かんこく|Coreia do Sul|韓流|はんりゅう|Hallyu|韓字|かんじ|Kanji coreano
艦|1|Navio de guerra|艦隊|かんたい|frota|戦艦|せんかん|navio de guerra|艦載機|かんさいき|aeronave embarcada
鑑|1|Espelho, Reflexão|鏡鑑|きょうかん|espelho|鑑賞|かんしょう|aprecimento|鑑識|かんしき|investigação
丸|2|Círculo|丸い|まるい|redondo|丸める|まるめる|enrolar|丸々|まるまる|inteiro
含|2|Incluir, conter|含む|ふくむ|incluir|含まれる|ふくまれる|ser incluído|含み|ふくみ|conteúdo
岸|2|Margem, Costa|岸辺|きしべ|margem do rio|岸壁|がんぺき|paredão de costa|海岸|かいがん|litoral
岩|2|Rocha|岩石|がんせき|rocha, pedra|岩場|いわば|pedreira|岩塩|がんえん|sal de rocha
玩|0|Brincar|玩具|おもちゃ|brinquedo|遊玩|ゆうがん|divertir-se|玩弄|がんろう|brincar com
眼|1|Olho|眼科|がんか|oftalmologia|眼鏡|めがね|óculos|眼球|がんきゅう|globo ocular
頑|1|Teimoso, obstinado|頑固|がんこ|teimoso|頑張る|がんばる|persistir|頑健|がんけん|robusto
顔|3|Rosto|顔面|がんめん|face|顔色|かおいろ|complexão|顔立ち|かおだち|traços do rosto
願|3|Desejo, Oração|願い事|ねがいごと|pedido, desejo|願望|がんぼう|anseio, desejo|願う|ねがう|desejar, orar
企|1|Planejamento, Proposta|企画|きかく|planejamento|企業|きぎょう|empresa|企てる|くわだてる|planejar
伎|1|Ator, Performance|芸者|げいしゃ|geisha|演技|えんぎ|atuação|歌舞伎|かぶき|kabuki
危|3|Perigo|危機|きき|crise|危険|きけん|perigoso|危うい|あやうい|incierto
机|2|Mesa|机上|きじょう|em cima da mesa|机運|きうん|movimento da mesa|机椅|きい|cadeira de mesa
気|5|Espírito, energia|気分|きぶん|humor|気持ち|きもち|sentimento|気象|きしょう|meteorologia
岐|1|Desvio|岐路|きろ|encruzilhada|岐阜|ぎふ|Gifu|岐船|きふね|navio de desvio
希|2|Raro, escasso|希少|きしょう|raro|希望|きぼう|esperança|希薄|きはく|diluição
忌|1|Luto, tabu|忌み言葉|いみことば|palavras de luto|忌日|きにち|dia de luto|忌避|きひ|evitar
汽|1|Vapor, Automóvel|汽車|きしゃ|trem a vapor|汽筒|きとう|caldeira|汽油|きゆ|gasolina
奇|1|Estranho, incrível|奇跡|きせき|milagre|奇妙|きみょう|estranho|奇数|きすう|número ímpar
祈|2|Oração, Prece|祈る|いのる|orar|祈願|きがん|prece, pedido|祈祷|きとう|ritual de oração
季|2|Estação|季節|きせつ|estação|四季|しき|quatro estações|季刊|きかん|revista trimestral
紀|1|Crônica, registro|紀元|きげん|era|紀行|きこう|diário de viagem|歴史紀|れきしき|crônica histórica
軌|1|Trilho|軌道|きどう|órbita|軌跡|きせき|trilha|軌間|きかん|bitola
既|1|Existente, já|既婚|きこん|casado|既知|きち|conhecido|既成|きせい|pré-estabelecido
記|3|Registro, Memória|記録|きろく|registro|記憶|きおく|memória|記述|きじゅつ|descrição
起|4|Levantar, Começar|起きる|おきる|levantar-se|起こす|おこす|despertar|起業|きぎょう|iniciar um negócio
飢|1|Fome|飢餓|きが|fome, escassez de comida|飢え|うえ|fome|飢饉|ききん|fome (fome em massa)
鬼|1|Demônio, Ogro|鬼滅|きめつ|Demon Slayer|鬼神|きしん|Deus demônio|鬼屋|おにや|Casa demoníaca
帰|4|Retorno|帰る|かえる|voltar|帰国|きこく|retorno ao país|帰宅|きたく|volta para casa
基|2|Base, Fundamento|基準|きじゅん|padrão|基盤|きばん|base|基礎|きそ|fundação
寄|3|Doação, Envio|寄付|きふ|doação|寄せる|よせる|enviar|寄り道|よりみち|desvio
規|3|Norma, Regra|規則|きそく|regra|規範|きはん|norma|規定|きてい|regulamento
亀|1|Tartaruga|亀裂|きれつ|fissura|亀甲|きっこう|tartaruga (padrão)|亀仙人|かめせんにん|Mestre Kame
喜|3|Alegria|喜ぶ|よろこぶ|alegrar-se|喜び|よろこび|alegria|嬉しい|うれしい|feliz
幾|1|Quantos, quantas|幾つ|いくつ|quantos|幾多|いくた|muitos|幾分|いくぶん|algum grau
揮|1|Bater, Agitar|揮発|きはつ|evaporação|揮毫|きごう|autógrafo|揮旗|きき|agitar bandeira
期|3|Período, Prazo|期日|きじつ|data limite|期間|きかん|período|定期|ていき|periódico
棋|1|Jogo (de tabuleiro)|将棋|しょうぎ|shogi (xadrez japonês)|囲碁|いご|go (jogo de tabuleiro)|棋士|きし|jogador de shogi/go
貴|1|Nobreza|貴族|きぞく|nobreza|貴重|きちょう|precioso|貴方|あなた|você
棄|1|Abandonar, Descartar|棄権|きけん|abstenção|棄てる|すてる|abandonar|棄却|ききゃく|rejeição
毀|0|Destruir, danificar|毀損|きそん|dano, prejuízo|毀壊|きかい|destruição|毀誉|きよ|reputação
旗|1|Bandeira|旗印|はたいん|emblema|国旗|こっき|bandeira nacional|旗立て|はたたて|mastro de bandeira
器|1|Recipiente, Utensílio|器具|きぐ|ferramenta, utensílio|器官|きかん|órgão|器械|きかい|máquina, equipamento
畿|0|Região|畿道|きどう|província|畿内|きない|região central|畿窶|きち|arco
輝|1|Brilho, luz|輝く|かがやく|brilhar|輝き|かがやき|brilho|輝度|きど|luminância
機|3|Máquina, Mecanismo|機会|きかい|oportunidade|機械|きかい|máquina|機能|きのう|função
騎|1|Cavalgar|騎士|きし|cavaleiro|騎乗|きじょう|montaria|騎馬|きば|cavaleiro (ou montaria)
技|2|Técnica, Habilidade|技術|ぎじゅつ|técnica|技能|ぎのう|habilidade|技師|ぎし|engenheiro
宜|1|Adequado, conveniente|よろしく|よろしく|por favor, atenciosamente|宜しい|よろしい|bom, aceitável|宜しくお願いします|よろしくおねがいします|contamos com sua cooperação
偽|1|Falso, enganoso|偽造|ぎぞう|falsificação|偽名|ぎめい|nome falso|偽善|ぎぜん|hipocrisia
欺|1|Engano, Fraude|欺く|あざむく|enganar|欺瞞|ぎまん|dissimulação|欺凌|ぎりょう|bullying
義|1|Justiça, Moral|義務|ぎむ|dever|義理|ぎり|obrigação|義兄|ぎけい|cunhado
疑|3|Suspeita|疑う|うたがう|suspeitar|疑問|ぎもん|pergunta|疑念|ぎねん|dúvida
儀|1|Cerimônia|儀式|ぎしき|cerimônia|儀礼|ぎれい|etiqueta|儀文|ぎぶん|texto cerimonial
戯|1|Brincadeira, Jogo|戯曲|ぎきょく|peça de teatro|戯れる|たわむれる|brincar, divertir-se|戯言|ざれごと|bobagem, tolice
擬|1|Imitação, simulação|擬人法|ぎじんほう|personificação|擬似|ぎじ|simulado|擬態|ぎたい|camuflagem
犠|1|Sacrifício|犠牲|ぎせい|sacrifício|犠牲者|ぎせいしゃ|vítima|犠牲的|ぎせいてき|sacrificial
議|3|Discussão, Deliberação|議論|ぎろん|discussão|議会|ぎかい|assembleia|議題|ぎだい|pauta
菊|1|Crisântemo|菊花|きくか|flor de crisântemo|菊祭り|きくまつり|festival de crisântemo|菊の花|きくのはな|flor de crisântemo
吉|1|Sorte, feliz|吉日|きちじつ|dia auspicioso|吉兆|きっちょう|presságio favorável|吉岡|よしおか|Yoshioka (sobrenome)
喫|2|Fumar, Comer|喫茶店|きっさてん|café (estabelecimento)|喫煙|きつえん|fumar|喫食|きっしょく|refeição
詰|2|Enviar, embalar|詰める|つめる|encher/pacotar|詰まる|つまる|obstruir/entupir|詰め合わせ|つめあわせ|mistura/pacote misto
却|1|Recusar, Rejeitar|却下|きゃっか|rejeição|却って|かえって|ao contrário|却然|きゃくぜん|linhas de recusa
客|3|Cliente, Visitante|客室|きゃくしつ|quarto de hóspede|お客様|おきゃくさま|cliente (forma respeitosa)|客観|きゃっかん|objetividade
脚|1|Perna, Pé|脚本|きゃくほん|roteiro|脚立|きゃたつ|escada dobrável|脚気|かっけ|beribéri
逆|2|Inverso, Reverso|逆転|ぎゃくてん|inversão|逆さ|さかさ|inverso|逆効果|ぎゃくこうか|efeito contrario
虐|1|Crueldade|虐待|ぎゃくたい|abuso|虐殺|ぎゃくさつ|massacre|虐げる|しいたげる|oprimir
九|5|Nove|九月|くがつ|setembro|九人|きゅうにん|nove pessoas|九州|きゅうしゅう|Kyushu
久|2|Longo, Tempo|永久|えいきゅう|eternidade|久しい|ひсаし|prolongado|久々|ひさびさ|há muito tempo
及|1|Alcançar, Atingir|及ぶ|およぶ|alcançar|及第|きゅうだい|aprovação|及び|および|e, além de
弓|1|Arco|弓道|きゅうどう|arte do arco e flecha|弓矢|ゆみや|arco e flecha|弓具|きゅうぐ|equipamento de arco
丘|1|Colina|丘陵|きゅうりょう|colina, elevação|丘|おか|colina|丘の上|おかのうえ|no topo da colina
旧|2|Antigo, Velho|旧友|きゅうゆう|velho amigo|旧式|きゅうしき|estilo antigo|旧暦|きゅうれき|calendário antigo
休|5|Descanso|休む|やすむ|descansar|休み|やすみ|feriado|休憩|きゅうけい|pausa
吸|3|Sugação|吸う|すう|sugar|呼吸|こきゅう|respiração|吸入|きゅうにゅう|inalação
朽|1|Decompor, apodrecer|朽ちる|くちる|decompor|朽木|くぼく|madeira podre|朽ち果てる|くちはてる|apodrecer completamente
臼|0|Mortal|臼井|うすい|Usui (sobrenome)|臼歯|きゅうし|dente moedor|臼|うす|mortal
求|3|Pedido, Procura|要求|ようきゅう|exigência|求める|もとめる|buscar|求職|きゅうしょく|procura de emprego
究|4|Aprofundar, investigar|究明|きゅうめい|investigação|研究|けんきゅう|pesquisa|究極|きゅうきょく|supremo
泣|1|Chorar, Lamento|泣く|なく|chorar|泣き声|なきごえ|grito de choro|泣き虫|なきむし|chorão
急|4|Rápido, urgente|急行|きゅうこう|expresso|急速|きゅうそく|rápido|急戦|きゅうせん|ataque rápido
級|1|Grau, Nível|級長|きゅうちょう|líder de nível|級数|きゅうすう|nível|学級|がっきゅう|turma escolar
糾|1|Corrigir, Revisar|糾弁|きゅうべん|ponto de contestação|糾合|きゅうごう|unir|糾問|きゅうもん|interrogação
宮|1|Santuário, Palácio|宮殿|きゅうでん|palácio|神宮|じんぐう|santuário xintoísta|宮城|みやぎ|castelo
救|1|Salvar, Resgatar|救助|きゅうじょ|ajuda, resgate|救急|きゅうきゅう|emergência|救い|すくい|salvação
球|3|Bola, Esfera|球体|きゅうたい|esfera|野球|やきゅう|baseball|球場|きゅうじょう|estádio
給|3|Dar, Fornecer|給料|きゅうりょう|salário|給水|きゅうすい|abastecimento de água|給食|きゅうしょく|refeição escolar
嗅|0|Cheiro|嗅覚|きゅうかく|olfato|嗅ぐ|かぐ|cheirar|嗅ぎ分ける|かぎわける|distinguir olfativamente
窮|1|Pobreza, limite|窮屈|きゅうくつ|apertado|窮地|きゅうち|situação difícil|窮乏|きゅうぼう|penúria
牛|4|Vaca, Boi|牛乳|ぎゅうにゅう|leite|牛肉|ぎゅうにく|carne de boi|牛車|ぎゅうしゃ|carroça de boi
去|4|Ir, Sair|去る|さる|sair|去年来|きょねん|ano passado|去勢|きょせい|castração
巨|2|Gigante|巨人|きょじん|gigante|巨大|きょだい|gigantesco|巨額|きょがく|grande quantia
